TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Interaction
136.2296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.2629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.2963,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.3296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.3629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.3963,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.4296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.4629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.4963,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.5296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.5629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.5963,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.6296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.6629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.6963,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.7296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.7629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
136.7851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
139.7407,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
139.7851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
139.8185,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
139.8518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
139.8851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
139.9184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
139.9518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
139.9851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.0184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.0518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.0851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.1184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.1518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.1962,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.2296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.274,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.3073,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.3407,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.374,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.4073,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.4407,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.474,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.5295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.5629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.5962,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.6295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.674,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.7073,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.7518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.7851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.8295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.8629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.8962,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.9296,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.9629,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
140.9962,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.0518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.0851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.1295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.1851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.2184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.2518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.2851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.3184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.3518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.3851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.4184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.4518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.4851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.5184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.5518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.5851,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.6184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
141.6518,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
146.3961,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.4295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.4628,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.4962,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.5295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.5628,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.6073,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.6406,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.6739,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
146.6739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.6962,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.7295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.7628,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.7961,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.8295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.8739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.9184,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.9628,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
146.9961,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.0295,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.0628,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.0961,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.1406,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.1739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.2072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.2406,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.2739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.3073,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.3406,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.3739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.4072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.4406,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.4739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.5072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.5406,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.5739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
147.6073,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
152.3294,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.3739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.4072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.4405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.4739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.5072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.5405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.5739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.6072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.6405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.6739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.7072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.7405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.7738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.8072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.8405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.8739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.9072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.9405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
152.9739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.0072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.0405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.0739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.1072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.1516,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.185,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.2072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.2405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.2738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.3072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.3405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.3739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.4072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.4405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.4738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.5072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.5405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.5739,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.6072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.6405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.6738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.7072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.7405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.7738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
153.8072,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
153.8072,1,Training,0,Shelves,Shelves,Hand Interaction,Vis4 Grabbed
157.4849,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
158.2294,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.2738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.3071,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.3405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.3738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.4071,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.4405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.4738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.5182,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.5516,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.5849,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.6182,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.6516,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.6849,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.7182,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.7516,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.7849,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.8182,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.8405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.8738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.9071,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.9516,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
158.9849,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
159.0071,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
159.0405,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
159.0738,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Grabbed
172.1181,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
180.418,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Selected
181.5624,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
182.9513,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Selected
183.6068,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
187.1624,1,Training,0,Shelves,Shelves,Hand Interaction,Vis2 Selected
201.7733,1,Training,0,Shelves,Shelves,TaskBoard,Left Taskboard Hide
203.3177,1,Training,0,Shelves,Shelves,TaskBoard,Left Taskboard Show
204.7399,1,Training,0,Shelves,Shelves,TaskBoard,Left Taskboard Hide
209.7621,1,Training,0,Shelves,Shelves,TaskBoard,Left Taskboard Show
211.3621,1,Training,0,Shelves,Shelves,TaskBoard Button,Answer
211.3621,1,Training,0,Shelves,Shelves,TaskBoard Button,Answer
222.1509,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.1842,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.2175,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.2509,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.2842,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.3175,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.3509,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.3842,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.4175,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.4509,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.4842,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.5175,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.5509,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.5842,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.6175,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.662,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.6953,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.7509,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.7842,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.8286,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.862,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.8953,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.9286,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
222.962,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
223.0064,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
223.0509,1,Training,0,Shelves,Shelves,Hand Interaction,Vis3 Grabbed
224.0731,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
227.9508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
227.9841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.0175,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.0508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.0841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.1175,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.1619,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.1952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.2286,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.2619,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.2952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.3286,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.3619,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.3952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.4286,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.4619,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.4952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.5286,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.5619,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.5952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.6508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.6952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.7286,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.7619,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
228.7952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis6 Grabbed
230.6063,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
231.3841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.4285,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.4619,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.4952,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.5285,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.5508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.5841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.6174,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.6508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.6841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.7174,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.7508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.7841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.8174,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.8508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.8841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.9174,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.9508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
231.9841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
232.0174,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
232.0508,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
232.0841,1,Training,0,Shelves,Shelves,Hand Interaction,Vis1 Grabbed
241.1729,1,Training,0,Shelves,Shelves,TaskBoard Button,Next
241.1729,1,Training,0,Shelves,Shelves,TaskBoard Button,Next
242.9173,1,Training,0,Shelves,Shelves,TaskBoard Button,Confirm
242.9173,1,Training,0,Shelves,Shelves,TaskBoard Button,Confirm
242.9173,1,Training,0,Shelves,Shelves,Completion,211.3831
242.9173,2,1,0,Shelves,Shelves,Completion,0
245.0728,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.1173,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.1506,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.1951,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.2506,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.3062,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.3395,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.3839,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.4284,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.4617,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.5062,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.5506,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.6062,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.6506,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.695,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.7395,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.7839,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.8284,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.8617,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.9062,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.9506,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
245.9839,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
246.0284,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
246.0728,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
246.1173,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
246.1506,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
246.195,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
246.2284,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
249.1061,3,2,0,Floor,Shelves,TaskBoard,Left Taskboard Show
255.7838,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
257.906,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
257.9505,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
257.9838,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.0282,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.0727,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.1171,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.1505,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.1949,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.2393,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.2727,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.3171,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.3505,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.3949,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.4394,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.4727,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.5171,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.5504,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.5949,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.6282,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.6727,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.7171,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
258.7505,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis5;
